,train_iter,train_frac,shuffle,rmse_train,hits_train,misses_train,falsepos_train,ndetects_train,pck_train,rpck_train,rmse_test,hits_test,misses_test,falsepos_test,ndetects_test,pck_test,rpck_test
0,20000.0,95.0,1.0,2.4152399035591814,4.140096618357488,0.09178743961352658,0.28019323671497587,1.2946859903381642,0.9509412621731465,0.8650914699377236,9.977305917991135,3.0,0.0,0.21428571428571427,1.0,0.1880952380952381,0.313843496439114
